customer_id,customer_name,email,city,country,loyalty_segment
C00752,Customer 00752,customer00752@example.com,Bengaluru,India,Silver
C00753,Customer 00753,customer00753@example.com,Pune,India,Gold
C00754,Customer 00754,customer00754@example.com,Kochi,India,Regular
C00755,Customer 00755,customer00755@example.com,Hyderabad,India,Platinum
C00756,Customer 00756,customer00756@example.com,Pune,India,Gold
C00757,Customer 00757,customer00757@example.com,Coimbatore,India,Regular
C00758,Customer 00758,customer00758@example.com,Hyderabad,India,Gold
C00759,Customer 00759,customer00759@example.com,Kochi,India,Gold
C00760,Customer 00760,customer00760@example.com,Delhi,India,Silver
C00761,Customer 00761,customer00761@example.com,Bengaluru,India,Regular
C00762,Customer 00762,customer00762@example.com,Hyderabad,India,Platinum
C00763,Customer 00763,customer00763@example.com,Kochi,India,Regular
C00764,Customer 00764,customer00764@example.com,Delhi,India,Gold
C00765,Customer 00765,customer00765@example.com,Coimbatore,India,Silver
C00766,Customer 00766,customer00766@example.com,Delhi,India,Platinum
C00767,Customer 00767,customer00767@example.com,Mumbai,India,Regular
C00768,Customer 00768,customer00768@example.com,Hyderabad,India,Regular
C00769,Customer 00769,customer00769@example.com,Coimbatore,India,Silver
C00770,Customer 00770,customer00770@example.com,Coimbatore,India,Regular
C00771,Customer 00771,customer00771@example.com,Pune,India,Gold
C00772,Customer 00772,customer00772@example.com,Bengaluru,India,Gold
C00773,Customer 00773,customer00773@example.com,Delhi,India,Silver
C00774,Customer 00774,customer00774@example.com,Hyderabad,India,Gold
C00775,Customer 00775,customer00775@example.com,Mumbai,India,Regular
C00776,Customer 00776,customer00776@example.com,Mumbai,India,Silver
C00777,Customer 00777,customer00777@example.com,Mumbai,India,Platinum
C00778,Customer 00778,customer00778@example.com,Chennai,India,Gold
C00779,Customer 00779,customer00779@example.com,Pune,India,Platinum
C00780,Customer 00780,customer00780@example.com,Hyderabad,India,Regular
C00781,Customer 00781,customer00781@example.com,Bengaluru,India,Gold
C00782,Customer 00782,customer00782@example.com,Kochi,India,Platinum
C00783,Customer 00783,customer00783@example.com,Kochi,India,Platinum
C00784,Customer 00784,customer00784@example.com,Bengaluru,India,Silver
C00785,Customer 00785,customer00785@example.com,Pune,India,Regular
C00786,Customer 00786,customer00786@example.com,Coimbatore,India,Platinum
C00787,Customer 00787,customer00787@example.com,Pune,India,Silver
C00788,Customer 00788,customer00788@example.com,Hyderabad,India,Silver
C00789,Customer 00789,customer00789@example.com,Kochi,India,Regular
C00790,Customer 00790,customer00790@example.com,Bengaluru,India,Silver
C00791,Customer 00791,customer00791@example.com,Delhi,India,Silver
C00792,Customer 00792,customer00792@example.com,Hyderabad,India,Gold
C00793,Customer 00793,customer00793@example.com,Mumbai,India,Gold
C00794,Customer 00794,customer00794@example.com,Delhi,India,Regular
C00795,Customer 00795,customer00795@example.com,Delhi,India,Silver
C00796,Customer 00796,customer00796@example.com,Delhi,India,Silver
C00797,Customer 00797,customer00797@example.com,Delhi,India,Regular
C00798,Customer 00798,customer00798@example.com,Hyderabad,India,Silver
C00799,Customer 00799,customer00799@example.com,Hyderabad,India,Gold
C00800,Customer 00800,customer00800@example.com,Chennai,India,Regular
C00801,Customer 00801,customer00801@example.com,Bengaluru,India,Regular
C00802,Customer 00802,customer00802@example.com,Delhi,India,Silver
C00803,Customer 00803,customer00803@example.com,Kochi,India,Regular
C00804,Customer 00804,customer00804@example.com,Coimbatore,India,Gold
C00805,Customer 00805,customer00805@example.com,Delhi,India,Platinum
C00806,Customer 00806,customer00806@example.com,Mumbai,India,Platinum
C00807,Customer 00807,customer00807@example.com,Delhi,India,Platinum
C00808,Customer 00808,customer00808@example.com,Bengaluru,India,Regular
C00809,Customer 00809,customer00809@example.com,Hyderabad,India,Platinum
C00810,Customer 00810,customer00810@example.com,Kochi,India,Platinum
C00811,Customer 00811,customer00811@example.com,Coimbatore,India,Silver
C00812,Customer 00812,customer00812@example.com,Pune,India,Silver
C00813,Customer 00813,customer00813@example.com,Pune,India,Gold
C00814,Customer 00814,customer00814@example.com,Pune,India,Platinum
C00815,Customer 00815,customer00815@example.com,Hyderabad,India,Gold
C00816,Customer 00816,customer00816@example.com,Bengaluru,India,Gold
C00817,Customer 00817,customer00817@example.com,Mumbai,India,Platinum
C00818,Customer 00818,customer00818@example.com,Bengaluru,India,Gold
C00819,Customer 00819,customer00819@example.com,Coimbatore,India,Silver
C00820,Customer 00820,customer00820@example.com,Hyderabad,India,Regular
C00821,Customer 00821,customer00821@example.com,Chennai,India,Gold
C00822,Customer 00822,customer00822@example.com,Kochi,India,Platinum
C00823,Customer 00823,customer00823@example.com,Mumbai,India,Silver
C00824,Customer 00824,customer00824@example.com,Pune,India,Gold
C00825,Customer 00825,customer00825@example.com,Mumbai,India,Silver
C00826,Customer 00826,customer00826@example.com,Coimbatore,India,Platinum
C00827,Customer 00827,customer00827@example.com,Coimbatore,India,Gold
C00828,Customer 00828,customer00828@example.com,Coimbatore,India,Regular
C00829,Customer 00829,customer00829@example.com,Bengaluru,India,Platinum
C00830,Customer 00830,customer00830@example.com,Coimbatore,India,Silver
C00831,Customer 00831,customer00831@example.com,Mumbai,India,Gold
C00832,Customer 00832,customer00832@example.com,Chennai,India,Regular
C00833,Customer 00833,customer00833@example.com,Delhi,India,Platinum
C00834,Customer 00834,customer00834@example.com,Coimbatore,India,Gold
C00835,Customer 00835,customer00835@example.com,Chennai,India,Regular
C00836,Customer 00836,customer00836@example.com,Kochi,India,Silver
C00837,Customer 00837,customer00837@example.com,Delhi,India,Gold
C00838,Customer 00838,customer00838@example.com,Kochi,India,Gold
C00839,Customer 00839,customer00839@example.com,Chennai,India,Platinum
C00840,Customer 00840,customer00840@example.com,Chennai,India,Silver
C00841,Customer 00841,customer00841@example.com,Pune,India,Gold
C00842,Customer 00842,customer00842@example.com,Bengaluru,India,Platinum
C00843,Customer 00843,customer00843@example.com,Coimbatore,India,Gold
C00844,Customer 00844,customer00844@example.com,Bengaluru,India,Silver
C00845,Customer 00845,customer00845@example.com,Bengaluru,India,Platinum
C00846,Customer 00846,customer00846@example.com,Pune,India,Gold
C00847,Customer 00847,customer00847@example.com,Pune,India,Silver
C00848,Customer 00848,customer00848@example.com,Mumbai,India,Platinum
C00849,Customer 00849,customer00849@example.com,Chennai,India,Regular
C00850,Customer 00850,customer00850@example.com,Chennai,India,Silver
C00851,Customer 00851,customer00851@example.com,Pune,India,Platinum
C00852,Customer 00852,customer00852@example.com,Coimbatore,India,Silver
C00853,Customer 00853,customer00853@example.com,Hyderabad,India,Gold
C00854,Customer 00854,customer00854@example.com,Pune,India,Silver
C00855,Customer 00855,customer00855@example.com,Kochi,India,Gold
C00856,Customer 00856,customer00856@example.com,Pune,India,Platinum
C00857,Customer 00857,customer00857@example.com,Delhi,India,Platinum
C00858,Customer 00858,customer00858@example.com,Chennai,India,Gold
C00859,Customer 00859,customer00859@example.com,Pune,India,Regular
C00860,Customer 00860,customer00860@example.com,Kochi,India,Gold
C00861,Customer 00861,customer00861@example.com,Chennai,India,Platinum
C00862,Customer 00862,customer00862@example.com,Delhi,India,Silver
C00863,Customer 00863,customer00863@example.com,Chennai,India,Platinum
C00864,Customer 00864,customer00864@example.com,Hyderabad,India,Platinum
C00865,Customer 00865,customer00865@example.com,Hyderabad,India,Silver
C00866,Customer 00866,customer00866@example.com,Chennai,India,Regular
C00867,Customer 00867,customer00867@example.com,Mumbai,India,Regular
C00868,Customer 00868,customer00868@example.com,Coimbatore,India,Gold
C00869,Customer 00869,customer00869@example.com,Kochi,India,Silver
C00870,Customer 00870,customer00870@example.com,Kochi,India,Silver
C00871,Customer 00871,customer00871@example.com,Kochi,India,Platinum
C00872,Customer 00872,customer00872@example.com,Chennai,India,Silver
C00873,Customer 00873,customer00873@example.com,Mumbai,India,Gold
C00874,Customer 00874,customer00874@example.com,Coimbatore,India,Platinum
C00875,Customer 00875,customer00875@example.com,Pune,India,Silver
C00876,Customer 00876,customer00876@example.com,Coimbatore,India,Gold
C00877,Customer 00877,customer00877@example.com,Pune,India,Gold
C00878,Customer 00878,customer00878@example.com,Coimbatore,India,Silver
C00879,Customer 00879,customer00879@example.com,Mumbai,India,Gold
C00880,Customer 00880,customer00880@example.com,Delhi,India,Silver
C00881,Customer 00881,customer00881@example.com,Delhi,India,Gold
C00882,Customer 00882,customer00882@example.com,Mumbai,India,Platinum
C00883,Customer 00883,customer00883@example.com,Pune,India,Platinum
C00884,Customer 00884,customer00884@example.com,Pune,India,Gold
C00885,Customer 00885,customer00885@example.com,Delhi,India,Regular
C00886,Customer 00886,customer00886@example.com,Kochi,India,Platinum
C00887,Customer 00887,customer00887@example.com,Pune,India,Silver
C00888,Customer 00888,customer00888@example.com,Delhi,India,Regular
C00889,Customer 00889,customer00889@example.com,Delhi,India,Regular
C00890,Customer 00890,customer00890@example.com,Pune,India,Platinum
C00891,Customer 00891,customer00891@example.com,Delhi,India,Platinum
C00892,Customer 00892,customer00892@example.com,Mumbai,India,Silver
C00893,Customer 00893,customer00893@example.com,Delhi,India,Gold
C00894,Customer 00894,customer00894@example.com,Hyderabad,India,Regular
C00895,Customer 00895,customer00895@example.com,Mumbai,India,Silver
C00896,Customer 00896,customer00896@example.com,Chennai,India,Silver
C00897,Customer 00897,customer00897@example.com,Mumbai,India,Regular
C00898,Customer 00898,customer00898@example.com,Bengaluru,India,Platinum
C00899,Customer 00899,customer00899@example.com,Pune,India,Platinum
C00900,Customer 00900,customer00900@example.com,Bengaluru,India,Silver
C00901,Customer 00901,customer00901@example.com,Chennai,India,Silver
C00902,Customer 00902,customer00902@example.com,Kochi,India,Platinum
C00903,Customer 00903,customer00903@example.com,Coimbatore,India,Silver
C00904,Customer 00904,customer00904@example.com,Delhi,India,Gold
C00905,Customer 00905,customer00905@example.com,Delhi,India,Regular
C00906,Customer 00906,customer00906@example.com,Bengaluru,India,Silver
C00907,Customer 00907,customer00907@example.com,Chennai,India,Silver
C00908,Customer 00908,customer00908@example.com,Kochi,India,Silver
C00909,Customer 00909,customer00909@example.com,Chennai,India,Platinum
C00910,Customer 00910,customer00910@example.com,Coimbatore,India,Silver
C00911,Customer 00911,customer00911@example.com,Delhi,India,Regular
C00912,Customer 00912,customer00912@example.com,Chennai,India,Gold
C00913,Customer 00913,customer00913@example.com,Bengaluru,India,Gold
C00914,Customer 00914,customer00914@example.com,Delhi,India,Platinum
C00915,Customer 00915,customer00915@example.com,Coimbatore,India,Silver
C00916,Customer 00916,customer00916@example.com,Coimbatore,India,Gold
C00917,Customer 00917,customer00917@example.com,Mumbai,India,Regular
C00918,Customer 00918,customer00918@example.com,Pune,India,Silver
C00919,Customer 00919,customer00919@example.com,Coimbatore,India,Gold
C00920,Customer 00920,customer00920@example.com,Hyderabad,India,Regular
C00921,Customer 00921,customer00921@example.com,Pune,India,Gold
C00922,Customer 00922,customer00922@example.com,Mumbai,India,Silver
C00923,Customer 00923,customer00923@example.com,Kochi,India,Platinum
C00924,Customer 00924,customer00924@example.com,Pune,India,Regular
C00925,Customer 00925,customer00925@example.com,Kochi,India,Regular
C00926,Customer 00926,customer00926@example.com,Hyderabad,India,Silver
C00927,Customer 00927,customer00927@example.com,Coimbatore,India,Gold
C00928,Customer 00928,customer00928@example.com,Mumbai,India,Regular
C00929,Customer 00929,customer00929@example.com,Delhi,India,Platinum
C00930,Customer 00930,customer00930@example.com,Mumbai,India,Platinum
C00931,Customer 00931,customer00931@example.com,Delhi,India,Gold
C00932,Customer 00932,customer00932@example.com,Delhi,India,Regular
C00933,Customer 00933,customer00933@example.com,Delhi,India,Gold
C00934,Customer 00934,customer00934@example.com,Mumbai,India,Regular
C00935,Customer 00935,customer00935@example.com,Bengaluru,India,Platinum
C00936,Customer 00936,customer00936@example.com,Delhi,India,Silver
C00937,Customer 00937,customer00937@example.com,Kochi,India,Gold
C00938,Customer 00938,customer00938@example.com,Bengaluru,India,Gold
C00939,Customer 00939,customer00939@example.com,Pune,India,Silver
C00940,Customer 00940,customer00940@example.com,Mumbai,India,Silver
C00941,Customer 00941,customer00941@example.com,Coimbatore,India,Silver
C00942,Customer 00942,customer00942@example.com,Coimbatore,India,Gold
C00943,Customer 00943,customer00943@example.com,Kochi,India,Platinum
C00944,Customer 00944,customer00944@example.com,Mumbai,India,Silver
C00945,Customer 00945,customer00945@example.com,Bengaluru,India,Platinum
C00946,Customer 00946,customer00946@example.com,Pune,India,Regular
C00947,Customer 00947,customer00947@example.com,Bengaluru,India,Regular
C00948,Customer 00948,customer00948@example.com,Mumbai,India,Silver
C00949,Customer 00949,customer00949@example.com,Hyderabad,India,Gold
C00950,Customer 00950,customer00950@example.com,Coimbatore,India,Regular
C00951,Customer 00951,customer00951@example.com,Mumbai,India,Platinum
C00952,Customer 00952,customer00952@example.com,Bengaluru,India,Platinum
C00953,Customer 00953,customer00953@example.com,Chennai,India,Platinum
C00954,Customer 00954,customer00954@example.com,Hyderabad,India,Platinum
C00955,Customer 00955,customer00955@example.com,Coimbatore,India,Regular
C00956,Customer 00956,customer00956@example.com,Coimbatore,India,Gold
C00957,Customer 00957,customer00957@example.com,Chennai,India,Platinum
C00958,Customer 00958,customer00958@example.com,Delhi,India,Regular
C00959,Customer 00959,customer00959@example.com,Mumbai,India,Regular
C00960,Customer 00960,customer00960@example.com,Chennai,India,Platinum
C00961,Customer 00961,customer00961@example.com,Pune,India,Regular
C00962,Customer 00962,customer00962@example.com,Chennai,India,Regular
C00963,Customer 00963,customer00963@example.com,Coimbatore,India,Regular
C00964,Customer 00964,customer00964@example.com,Delhi,India,Platinum
C00965,Customer 00965,customer00965@example.com,Hyderabad,India,Silver
C00966,Customer 00966,customer00966@example.com,Kochi,India,Gold
C00967,Customer 00967,customer00967@example.com,Kochi,India,Platinum
C00968,Customer 00968,customer00968@example.com,Kochi,India,Platinum
C00969,Customer 00969,customer00969@example.com,Bengaluru,India,Silver
C00970,Customer 00970,customer00970@example.com,Pune,India,Regular
C00971,Customer 00971,customer00971@example.com,Hyderabad,India,Platinum
C00972,Customer 00972,customer00972@example.com,Hyderabad,India,Silver
C00973,Customer 00973,customer00973@example.com,Chennai,India,Regular
C00974,Customer 00974,customer00974@example.com,Delhi,India,Platinum
C00975,Customer 00975,customer00975@example.com,Kochi,India,Platinum
C00976,Customer 00976,customer00976@example.com,Mumbai,India,Silver
C00977,Customer 00977,customer00977@example.com,Coimbatore,India,Gold
C00978,Customer 00978,customer00978@example.com,Hyderabad,India,Gold
C00979,Customer 00979,customer00979@example.com,Mumbai,India,Regular
C00980,Customer 00980,customer00980@example.com,Chennai,India,Platinum
C00981,Customer 00981,customer00981@example.com,Chennai,India,Silver
C00982,Customer 00982,customer00982@example.com,Mumbai,India,Regular
C00983,Customer 00983,customer00983@example.com,Bengaluru,India,Regular
C00984,Customer 00984,customer00984@example.com,Coimbatore,India,Regular
C00985,Customer 00985,customer00985@example.com,Mumbai,India,Regular
C00986,Customer 00986,customer00986@example.com,Kochi,India,Platinum
C00987,Customer 00987,customer00987@example.com,Mumbai,India,Silver
C00988,Customer 00988,customer00988@example.com,Chennai,India,Silver
C00989,Customer 00989,customer00989@example.com,Delhi,India,Silver
C00990,Customer 00990,customer00990@example.com,Pune,India,Gold
C00991,Customer 00991,customer00991@example.com,Mumbai,India,Gold
C00992,Customer 00992,customer00992@example.com,Hyderabad,India,Silver
C00993,Customer 00993,customer00993@example.com,Kochi,India,Gold
C00994,Customer 00994,customer00994@example.com,Delhi,India,Regular
C00995,Customer 00995,customer00995@example.com,Hyderabad,India,Platinum
C00996,Customer 00996,customer00996@example.com,Coimbatore,India,Regular
C00997,Customer 00997,customer00997@example.com,Pune,India,Platinum
C00998,Customer 00998,customer00998@example.com,Pune,India,Platinum
C00999,Customer 00999,customer00999@example.com,Kochi,India,Silver
C01000,Customer 01000,customer01000@example.com,Delhi,India,Platinum
C01001,Customer 01001,customer01001@example.com,Hyderabad,India,Platinum
C01002,Customer 01002,customer01002@example.com,Mumbai,India,Silver
C01003,Customer 01003,customer01003@example.com,Delhi,India,Silver
C01004,Customer 01004,customer01004@example.com,Coimbatore,India,Regular
C01005,Customer 01005,customer01005@example.com,Kochi,India,Platinum
C01006,Customer 01006,customer01006@example.com,Hyderabad,India,Platinum
C01007,Customer 01007,customer01007@example.com,Mumbai,India,Gold
C01008,Customer 01008,customer01008@example.com,Mumbai,India,Gold
C01009,Customer 01009,customer01009@example.com,Bengaluru,India,Platinum
C01010,Customer 01010,customer01010@example.com,Pune,India,Regular
C01011,Customer 01011,customer01011@example.com,Mumbai,India,Regular
C01012,Customer 01012,customer01012@example.com,Delhi,India,Platinum
C01013,Customer 01013,customer01013@example.com,Chennai,India,Regular
C01014,Customer 01014,customer01014@example.com,Mumbai,India,Silver
C01015,Customer 01015,customer01015@example.com,Coimbatore,India,Silver
C01016,Customer 01016,customer01016@example.com,Pune,India,Gold
C01017,Customer 01017,customer01017@example.com,Chennai,India,Silver
C01018,Customer 01018,customer01018@example.com,Mumbai,India,Regular
C01019,Customer 01019,customer01019@example.com,Coimbatore,India,Silver
C01020,Customer 01020,customer01020@example.com,Mumbai,India,Platinum
C01021,Customer 01021,customer01021@example.com,Mumbai,India,Gold
C01022,Customer 01022,customer01022@example.com,Delhi,India,Platinum
C01023,Customer 01023,customer01023@example.com,Coimbatore,India,Gold
C01024,Customer 01024,customer01024@example.com,Delhi,India,Gold
C01025,Customer 01025,customer01025@example.com,Pune,India,Platinum
C01026,Customer 01026,customer01026@example.com,Coimbatore,India,Regular
C01027,Customer 01027,customer01027@example.com,Coimbatore,India,Gold
C01028,Customer 01028,customer01028@example.com,Mumbai,India,Gold
C01029,Customer 01029,customer01029@example.com,Pune,India,Platinum
C01030,Customer 01030,customer01030@example.com,Chennai,India,Silver
C01031,Customer 01031,customer01031@example.com,Hyderabad,India,Regular
C01032,Customer 01032,customer01032@example.com,Delhi,India,Platinum
C01033,Customer 01033,customer01033@example.com,Delhi,India,Silver
C01034,Customer 01034,customer01034@example.com,Mumbai,India,Gold
C01035,Customer 01035,customer01035@example.com,Mumbai,India,Platinum
C01036,Customer 01036,customer01036@example.com,Mumbai,India,Platinum
C01037,Customer 01037,customer01037@example.com,Pune,India,Gold
C01038,Customer 01038,customer01038@example.com,Coimbatore,India,Platinum
C01039,Customer 01039,customer01039@example.com,Coimbatore,India,Silver
C01040,Customer 01040,customer01040@example.com,Pune,India,Silver
C01041,Customer 01041,customer01041@example.com,Hyderabad,India,Platinum
C01042,Customer 01042,customer01042@example.com,Hyderabad,India,Regular
C01043,Customer 01043,customer01043@example.com,Chennai,India,Regular
C01044,Customer 01044,customer01044@example.com,Chennai,India,Regular
C01045,Customer 01045,customer01045@example.com,Kochi,India,Silver
C01046,Customer 01046,customer01046@example.com,Mumbai,India,Regular
C01047,Customer 01047,customer01047@example.com,Hyderabad,India,Regular
C01048,Customer 01048,customer01048@example.com,Mumbai,India,Platinum
C01049,Customer 01049,customer01049@example.com,Pune,India,Regular
C01050,Customer 01050,customer01050@example.com,Coimbatore,India,Platinum
C01051,Customer 01051,customer01051@example.com,Chennai,India,Regular
C01052,Customer 01052,customer01052@example.com,Kochi,India,Regular
C01053,Customer 01053,customer01053@example.com,Chennai,India,Gold
C01054,Customer 01054,customer01054@example.com,Delhi,India,Regular
C01055,Customer 01055,customer01055@example.com,Kochi,India,Silver
C01056,Customer 01056,customer01056@example.com,Bengaluru,India,Regular
C01057,Customer 01057,customer01057@example.com,Hyderabad,India,Silver
C01058,Customer 01058,customer01058@example.com,Mumbai,India,Gold
C01059,Customer 01059,customer01059@example.com,Pune,India,Gold
C01060,Customer 01060,customer01060@example.com,Kochi,India,Regular
C01061,Customer 01061,customer01061@example.com,Pune,India,Platinum
C01062,Customer 01062,customer01062@example.com,Coimbatore,India,Silver
C01063,Customer 01063,customer01063@example.com,Mumbai,India,Gold
C01064,Customer 01064,customer01064@example.com,Bengaluru,India,Regular
C01065,Customer 01065,customer01065@example.com,Bengaluru,India,Platinum
C01066,Customer 01066,customer01066@example.com,Kochi,India,Platinum
C01067,Customer 01067,customer01067@example.com,Coimbatore,India,Regular
C01068,Customer 01068,customer01068@example.com,Chennai,India,Silver
C01069,Customer 01069,customer01069@example.com,Bengaluru,India,Platinum
C01070,Customer 01070,customer01070@example.com,Kochi,India,Gold
C01071,Customer 01071,customer01071@example.com,Bengaluru,India,Regular
C01072,Customer 01072,customer01072@example.com,Mumbai,India,Silver
C01073,Customer 01073,customer01073@example.com,Coimbatore,India,Gold
C01074,Customer 01074,customer01074@example.com,Chennai,India,Regular
C01075,Customer 01075,customer01075@example.com,Delhi,India,Regular
C01076,Customer 01076,customer01076@example.com,Hyderabad,India,Gold
C01077,Customer 01077,customer01077@example.com,Chennai,India,Silver
C01078,Customer 01078,customer01078@example.com,Hyderabad,India,Platinum
C01079,Customer 01079,customer01079@example.com,Bengaluru,India,Gold
C01080,Customer 01080,customer01080@example.com,Hyderabad,India,Silver
C01081,Customer 01081,customer01081@example.com,Kochi,India,Gold
C01082,Customer 01082,customer01082@example.com,Kochi,India,Silver
C01083,Customer 01083,customer01083@example.com,Bengaluru,India,Gold
C01084,Customer 01084,customer01084@example.com,Chennai,India,Regular
C01085,Customer 01085,customer01085@example.com,Kochi,India,Silver
C01086,Customer 01086,customer01086@example.com,Bengaluru,India,Gold
C01087,Customer 01087,customer01087@example.com,Kochi,India,Gold
C01088,Customer 01088,customer01088@example.com,Chennai,India,Gold
C01089,Customer 01089,customer01089@example.com,Coimbatore,India,Platinum
C01090,Customer 01090,customer01090@example.com,Mumbai,India,Gold
C01091,Customer 01091,customer01091@example.com,Kochi,India,Platinum
C01092,Customer 01092,customer01092@example.com,Hyderabad,India,Platinum
C01093,Customer 01093,customer01093@example.com,Bengaluru,India,Gold
C01094,Customer 01094,customer01094@example.com,Mumbai,India,Regular
C01095,Customer 01095,customer01095@example.com,Bengaluru,India,Gold
C01096,Customer 01096,customer01096@example.com,Hyderabad,India,Platinum
C01097,Customer 01097,customer01097@example.com,Hyderabad,India,Platinum
C01098,Customer 01098,customer01098@example.com,Pune,India,Gold
C01099,Customer 01099,customer01099@example.com,Bengaluru,India,Regular
C01100,Customer 01100,customer01100@example.com,Chennai,India,Gold
C01101,Customer 01101,customer01101@example.com,Coimbatore,India,Gold
C01102,Customer 01102,customer01102@example.com,Delhi,India,Regular
C01103,Customer 01103,customer01103@example.com,Hyderabad,India,Regular
C01104,Customer 01104,customer01104@example.com,Hyderabad,India,Platinum
C01105,Customer 01105,customer01105@example.com,Coimbatore,India,Platinum
C01106,Customer 01106,customer01106@example.com,Bengaluru,India,Regular
C01107,Customer 01107,customer01107@example.com,Bengaluru,India,Gold
C01108,Customer 01108,customer01108@example.com,Bengaluru,India,Gold
C01109,Customer 01109,customer01109@example.com,Kochi,India,Regular
C01110,Customer 01110,customer01110@example.com,Delhi,India,Platinum
C01111,Customer 01111,customer01111@example.com,Kochi,India,Regular
C01112,Customer 01112,customer01112@example.com,Mumbai,India,Silver
C01113,Customer 01113,customer01113@example.com,Kochi,India,Silver
C01114,Customer 01114,customer01114@example.com,Hyderabad,India,Gold
C01115,Customer 01115,customer01115@example.com,Delhi,India,Gold
C01116,Customer 01116,customer01116@example.com,Coimbatore,India,Silver
C01117,Customer 01117,customer01117@example.com,Bengaluru,India,Silver
C01118,Customer 01118,customer01118@example.com,Kochi,India,Gold
C01119,Customer 01119,customer01119@example.com,Kochi,India,Gold
C01120,Customer 01120,customer01120@example.com,Coimbatore,India,Regular
C01121,Customer 01121,customer01121@example.com,Pune,India,Gold
C01122,Customer 01122,customer01122@example.com,Mumbai,India,Platinum
C01123,Customer 01123,customer01123@example.com,Mumbai,India,Platinum
C01124,Customer 01124,customer01124@example.com,Bengaluru,India,Silver
C01125,Customer 01125,customer01125@example.com,Delhi,India,Regular
C01126,Customer 01126,customer01126@example.com,Kochi,India,Gold
C01127,Customer 01127,customer01127@example.com,Kochi,India,Gold
C01128,Customer 01128,customer01128@example.com,Coimbatore,India,Gold
C01129,Customer 01129,customer01129@example.com,Kochi,India,Silver
C01130,Customer 01130,customer01130@example.com,Delhi,India,Gold
C01131,Customer 01131,customer01131@example.com,Mumbai,India,Platinum
C01132,Customer 01132,customer01132@example.com,Pune,India,Silver
C01133,Customer 01133,customer01133@example.com,Kochi,India,Gold
C01134,Customer 01134,customer01134@example.com,Delhi,India,Platinum
C01135,Customer 01135,customer01135@example.com,Mumbai,India,Gold
C01136,Customer 01136,customer01136@example.com,Kochi,India,Gold
C01137,Customer 01137,customer01137@example.com,Kochi,India,Gold
C01138,Customer 01138,customer01138@example.com,Bengaluru,India,Silver
C01139,Customer 01139,customer01139@example.com,Hyderabad,India,Regular
C01140,Customer 01140,customer01140@example.com,Coimbatore,India,Silver
C01141,Customer 01141,customer01141@example.com,Coimbatore,India,Gold
C01142,Customer 01142,customer01142@example.com,Bengaluru,India,Platinum
C01143,Customer 01143,customer01143@example.com,Coimbatore,India,Silver
C01144,Customer 01144,customer01144@example.com,Delhi,India,Silver
C01145,Customer 01145,customer01145@example.com,Delhi,India,Silver
C01146,Customer 01146,customer01146@example.com,Kochi,India,Platinum
C01147,Customer 01147,customer01147@example.com,Bengaluru,India,Platinum
C01148,Customer 01148,customer01148@example.com,Coimbatore,India,Platinum
C01149,Customer 01149,customer01149@example.com,Kochi,India,Regular
C01150,Customer 01150,customer01150@example.com,Pune,India,Regular
C01151,Customer 01151,customer01151@example.com,Bengaluru,India,Silver
C01152,Customer 01152,customer01152@example.com,Pune,India,Silver
C01153,Customer 01153,customer01153@example.com,Chennai,India,Platinum
C01154,Customer 01154,customer01154@example.com,Pune,India,Platinum
C01155,Customer 01155,customer01155@example.com,Bengaluru,India,Regular
C01156,Customer 01156,customer01156@example.com,Bengaluru,India,Gold
C01157,Customer 01157,customer01157@example.com,Mumbai,India,Silver
C01158,Customer 01158,customer01158@example.com,Coimbatore,India,Gold
C01159,Customer 01159,customer01159@example.com,Kochi,India,Platinum
C01160,Customer 01160,customer01160@example.com,Hyderabad,India,Gold
C01161,Customer 01161,customer01161@example.com,Chennai,India,Platinum
C01162,Customer 01162,customer01162@example.com,Bengaluru,India,Gold
C01163,Customer 01163,customer01163@example.com,Kochi,India,Regular
C01164,Customer 01164,customer01164@example.com,Bengaluru,India,Silver
C01165,Customer 01165,customer01165@example.com,Pune,India,Gold
C01166,Customer 01166,customer01166@example.com,Pune,India,Platinum
C01167,Customer 01167,customer01167@example.com,Mumbai,India,Platinum
C01168,Customer 01168,customer01168@example.com,Pune,India,Platinum
C01169,Customer 01169,customer01169@example.com,Bengaluru,India,Platinum
C01170,Customer 01170,customer01170@example.com,Coimbatore,India,Gold
C01171,Customer 01171,customer01171@example.com,Bengaluru,India,Gold
C01172,Customer 01172,customer01172@example.com,Chennai,India,Regular
C01173,Customer 01173,customer01173@example.com,Chennai,India,Gold
C01174,Customer 01174,customer01174@example.com,Bengaluru,India,Silver
C01175,Customer 01175,customer01175@example.com,Mumbai,India,Silver
C01176,Customer 01176,customer01176@example.com,Hyderabad,India,Gold
C01177,Customer 01177,customer01177@example.com,Kochi,India,Platinum
C01178,Customer 01178,customer01178@example.com,Mumbai,India,Platinum
C01179,Customer 01179,customer01179@example.com,Hyderabad,India,Silver
C01180,Customer 01180,customer01180@example.com,Kochi,India,Platinum
C01181,Customer 01181,customer01181@example.com,Chennai,India,Silver
C01182,Customer 01182,customer01182@example.com,Coimbatore,India,Platinum
C01183,Customer 01183,customer01183@example.com,Kochi,India,Regular
C01184,Customer 01184,customer01184@example.com,Mumbai,India,Silver
C01185,Customer 01185,customer01185@example.com,Delhi,India,Regular
C01186,Customer 01186,customer01186@example.com,Bengaluru,India,Silver
C01187,Customer 01187,customer01187@example.com,Pune,India,Gold
